run,km,model,fit,p10,p90,n_points,inside,scored
"v10 wet near-miss (123 Mm3, 81% water)",20.5,155.32,140.50,94.60,185.80,25,1,1
"v10 wet near-miss (123 Mm3, 81% water)",20.6,159.93,145.90,93.90,186.10,24,1,1
"v10 wet near-miss (123 Mm3, 81% water)",20.7,164.53,136.50,91.10,188.60,20,1,1
"v10 wet near-miss (123 Mm3, 81% water)",20.8,169.14,136.50,91.10,188.60,20,1,1
"v10 wet near-miss (123 Mm3, 81% water)",20.9,183.17,136.50,88.10,181.50,16,0,1
"v10 wet near-miss (123 Mm3, 81% water)",21.0,197.20,136.50,88.10,181.50,16,0,1
"v10 wet near-miss (123 Mm3, 81% water)",21.1,211.22,132.50,87.30,182.60,15,0,1
"v10 wet near-miss (123 Mm3, 81% water)",21.2,225.25,122.20,85.80,184.90,13,0,1
"v10 wet near-miss (123 Mm3, 81% water)",21.3,235.45,122.20,85.80,184.90,13,0,1
"v10 wet near-miss (123 Mm3, 81% water)",21.4,245.65,120.20,84.30,175.80,11,0,1
"v10 wet near-miss (123 Mm3, 81% water)",21.5,255.85,120.20,84.30,175.80,11,0,1
"v10 wet near-miss (123 Mm3, 81% water)",21.6,266.04,109.70,83.80,177.00,10,0,1
"v10 wet near-miss (123 Mm3, 81% water)",21.7,274.33,95.30,81.80,109.70,6,0,1
"v10 wet near-miss (123 Mm3, 81% water)",21.8,282.63,95.30,81.80,109.70,6,0,1
"v10 wet near-miss (123 Mm3, 81% water)",22.1,262.12,98.00,81.40,111.60,5,0,1
"v10 wet near-miss (123 Mm3, 81% water)",22.2,225.04,95.00,76.90,109.40,6,0,1
"v10 wet near-miss (123 Mm3, 81% water)",22.3,187.95,91.90,77.40,107.30,7,0,1
"v10 wet near-miss (123 Mm3, 81% water)",22.6,113.43,79.40,71.30,91.70,5,0,1
"v10 wet near-miss (123 Mm3, 81% water)",22.7,94.71,80.80,71.80,95.80,6,1,1
"v10 wet near-miss (123 Mm3, 81% water)",22.8,76.00,82.20,72.30,109.70,7,1,1
"v10 wet near-miss (123 Mm3, 81% water)",22.9,71.05,82.20,72.30,109.70,7,0,1
"v10 wet near-miss (123 Mm3, 81% water)",23.0,66.10,87.90,72.80,110.90,8,0,1
"v10 wet near-miss (123 Mm3, 81% water)",23.1,61.16,87.90,72.80,110.90,8,0,1
"v10 wet near-miss (123 Mm3, 81% water)",23.2,56.21,87.90,72.80,110.90,8,0,1
"v10 wet near-miss (123 Mm3, 81% water)",23.3,56.95,93.70,73.30,133.70,9,0,1
"v10 wet near-miss (123 Mm3, 81% water)",23.4,57.68,92.10,73.80,130.50,10,0,1
"v10 wet near-miss (123 Mm3, 81% water)",23.5,58.41,93.70,74.40,127.20,11,0,1
"v10 wet near-miss (123 Mm3, 81% water)",23.6,59.15,93.70,74.40,127.20,11,0,1
"v10 wet near-miss (123 Mm3, 81% water)",23.7,59.53,92.10,69.70,124.90,12,0,1
"v10 wet near-miss (123 Mm3, 81% water)",23.8,59.92,90.60,66.80,122.60,13,0,1
"v10 wet near-miss (123 Mm3, 81% water)",23.9,60.30,92.10,66.50,124.90,12,0,1
"v10 wet near-miss (123 Mm3, 81% water)",24.0,60.69,92.10,66.50,124.90,12,0,1
"v10 wet near-miss (123 Mm3, 81% water)",24.1,61.17,92.10,66.50,124.90,12,0,1
"v10 wet near-miss (123 Mm3, 81% water)",24.2,61.65,90.60,58.30,127.20,11,1,1
"v10 wet near-miss (123 Mm3, 81% water)",24.3,62.12,90.60,58.30,127.20,11,1,1
"v10 wet near-miss (123 Mm3, 81% water)",24.4,62.60,90.60,58.30,127.20,11,1,1
"v10 wet near-miss (123 Mm3, 81% water)",24.5,62.72,85.30,59.00,124.90,12,1,1
"v10 wet near-miss (123 Mm3, 81% water)",24.6,62.85,85.30,59.00,124.90,12,1,1
"v10 wet near-miss (123 Mm3, 81% water)",24.7,62.97,85.30,57.70,130.50,10,1,1
"v10 wet near-miss (123 Mm3, 81% water)",24.8,63.09,85.30,57.70,130.50,10,1,1
"v10 wet near-miss (123 Mm3, 81% water)",24.9,63.15,80.00,57.10,115.10,9,1,1
"v10 wet near-miss (123 Mm3, 81% water)",25.0,63.21,80.00,57.10,115.10,9,1,1
"v10 wet near-miss (123 Mm3, 81% water)",25.1,63.27,80.00,57.10,111.40,9,1,1
"v10 wet near-miss (123 Mm3, 81% water)",25.2,63.33,80.00,57.10,111.40,9,1,1
"v10 wet near-miss (123 Mm3, 81% water)",25.3,63.29,77.80,57.70,105.40,10,1,1
"v10 wet near-miss (123 Mm3, 81% water)",25.4,63.25,71.00,57.70,100.10,10,1,1
"v10 wet near-miss (123 Mm3, 81% water)",25.5,63.20,71.00,58.80,105.60,12,1,1
"v10 wet near-miss (123 Mm3, 81% water)",25.6,63.16,71.00,58.80,104.80,12,1,1
"v10 wet near-miss (123 Mm3, 81% water)",25.7,63.04,75.50,58.30,106.30,11,1,1
"v10 wet near-miss (123 Mm3, 81% water)",25.8,62.92,75.50,58.30,106.30,11,1,1
"v10 wet near-miss (123 Mm3, 81% water)",25.9,62.81,75.50,58.30,106.30,11,1,1
"v10 wet near-miss (123 Mm3, 81% water)",26.0,62.69,74.10,58.80,104.80,12,1,1
"v10 wet near-miss (123 Mm3, 81% water)",26.1,62.39,74.10,58.80,104.80,12,1,1
"v10 wet near-miss (123 Mm3, 81% water)",26.2,62.10,75.50,63.60,106.30,11,0,1
"v10 wet near-miss (123 Mm3, 81% water)",26.3,61.80,75.50,63.60,106.30,11,0,1
"v10 wet near-miss (123 Mm3, 81% water)",26.4,61.51,76.30,62.10,107.00,10,0,1
"v10 wet near-miss (123 Mm3, 81% water)",26.5,61.41,80.00,63.60,106.30,11,0,1
"v10 wet near-miss (123 Mm3, 81% water)",26.6,61.32,78.40,63.80,105.90,12,0,1
"v10 wet near-miss (123 Mm3, 81% water)",26.7,61.22,78.40,63.80,105.90,12,0,1
"v10 wet near-miss (123 Mm3, 81% water)",26.8,61.12,80.40,64.00,105.70,13,0,1
"v10 wet near-miss (123 Mm3, 81% water)",26.9,61.15,84.50,64.40,105.00,15,0,1
"v10 wet near-miss (123 Mm3, 81% water)",27.0,61.18,82.50,64.60,104.70,16,0,1
"v10 wet near-miss (123 Mm3, 81% water)",27.1,61.20,84.60,65.00,104.10,18,0,1
"v10 wet near-miss (123 Mm3, 81% water)",27.2,61.23,84.60,65.00,104.10,18,0,1
"v10 wet near-miss (123 Mm3, 81% water)",27.3,61.59,84.60,65.40,103.50,20,0,1
"v10 wet near-miss (123 Mm3, 81% water)",27.4,61.94,85.60,69.90,102.90,18,0,1
"v10 wet near-miss (123 Mm3, 81% water)",27.5,62.30,84.70,63.40,102.80,19,0,1
"v10 wet near-miss (123 Mm3, 81% water)",27.6,62.65,84.70,68.60,102.10,17,0,1
"v10 wet near-miss (123 Mm3, 81% water)",27.7,63.21,85.60,67.60,102.20,16,0,1
"v10 wet near-miss (123 Mm3, 81% water)",27.8,63.76,84.70,66.70,102.10,17,0,1
"v10 wet near-miss (123 Mm3, 81% water)",27.9,64.32,85.60,71.10,102.20,16,0,1
"v10 wet near-miss (123 Mm3, 81% water)",28.0,64.87,84.70,68.70,102.10,17,0,1
"v10 wet near-miss (123 Mm3, 81% water)",28.1,65.14,85.60,68.50,102.20,16,0,1
"v10 wet near-miss (123 Mm3, 81% water)",28.2,65.41,85.60,68.50,102.20,16,0,1
"v10 wet near-miss (123 Mm3, 81% water)",28.3,65.67,85.60,68.50,102.20,16,0,1
"v10 wet near-miss (123 Mm3, 81% water)",28.4,65.94,85.60,68.50,102.20,16,0,1
"v10 wet near-miss (123 Mm3, 81% water)",28.5,66.11,85.60,68.50,102.20,16,0,1
"v10 wet near-miss (123 Mm3, 81% water)",28.6,66.28,86.50,68.30,102.30,15,0,1
"v10 wet near-miss (123 Mm3, 81% water)",28.7,66.44,86.50,67.90,101.00,13,0,1
"v10 wet near-miss (123 Mm3, 81% water)",28.8,66.61,86.50,67.90,101.00,13,0,1
"v10 wet near-miss (123 Mm3, 81% water)",28.9,66.73,84.20,67.00,98.60,10,0,1
"v10 wet near-miss (123 Mm3, 81% water)",29.0,66.84,84.20,67.00,98.60,10,0,1
"v10 wet near-miss (123 Mm3, 81% water)",29.1,66.96,90.30,66.50,98.90,9,1,1
"v10 wet near-miss (123 Mm3, 81% water)",29.2,67.07,73.30,65.00,96.00,6,1,1
"v10 wet near-miss (123 Mm3, 81% water)",29.3,67.14,73.30,65.00,96.00,6,1,1
"v10 wet near-miss (123 Mm3, 81% water)",29.9,67.24,66.60,61.20,67.40,5,1,1
"v10 wet near-miss (123 Mm3, 81% water)",30.0,67.21,67.00,61.80,70.00,6,1,1
"v10 wet near-miss (123 Mm3, 81% water)",30.1,67.37,65.70,58.00,69.90,6,1,1
"v10 wet near-miss (123 Mm3, 81% water)",30.2,67.53,64.70,58.10,69.40,7,1,1
"v10 wet near-miss (123 Mm3, 81% water)",30.3,67.69,64.60,58.30,68.90,8,1,1
"v10 wet near-miss (123 Mm3, 81% water)",30.4,67.85,64.40,58.50,68.40,9,1,1
"v10 wet near-miss (123 Mm3, 81% water)",30.5,68.12,64.00,56.70,67.80,10,0,1
"v10 wet near-miss (123 Mm3, 81% water)",30.6,68.38,64.40,57.00,72.50,11,1,1
"v10 wet near-miss (123 Mm3, 81% water)",30.7,68.65,63.60,53.70,71.50,13,1,1
"v10 wet near-miss (123 Mm3, 81% water)",30.8,68.91,63.00,54.10,70.40,15,1,1
"v10 wet near-miss (123 Mm3, 81% water)",30.9,68.75,59.90,54.60,69.40,17,1,1
"v10 wet near-miss (123 Mm3, 81% water)",31.0,68.59,59.40,53.20,68.90,18,1,1
"v10 wet near-miss (123 Mm3, 81% water)",31.1,68.43,58.90,53.20,68.40,19,0,1
"v10 wet near-miss (123 Mm3, 81% water)",31.2,68.26,59.40,53.20,71.80,20,1,1
"v10 wet near-miss (123 Mm3, 81% water)",31.3,67.63,59.40,53.20,71.80,20,1,1
"v10 wet near-miss (123 Mm3, 81% water)",31.4,66.99,58.90,53.10,71.70,21,1,1
"v10 wet near-miss (123 Mm3, 81% water)",31.5,66.35,58.90,48.70,71.30,22,1,1
"v10 wet near-miss (123 Mm3, 81% water)",31.6,65.72,58.80,48.20,70.80,23,1,1
"v10 wet near-miss (123 Mm3, 81% water)",31.7,64.97,58.70,48.20,70.40,24,1,1
"v10 wet near-miss (123 Mm3, 81% water)",31.8,64.22,58.40,48.20,69.50,26,1,1
"v10 wet near-miss (123 Mm3, 81% water)",31.9,63.47,57.40,48.20,69.90,25,1,1
"v10 wet near-miss (123 Mm3, 81% water)",32.0,62.73,57.40,48.20,69.00,27,1,1
"v10 wet near-miss (123 Mm3, 81% water)",32.1,62.17,57.90,48.20,67.30,28,1,1
"v10 wet near-miss (123 Mm3, 81% water)",32.2,61.62,58.30,48.20,67.80,27,1,1
"v10 wet near-miss (123 Mm3, 81% water)",32.3,61.06,58.40,48.20,73.00,28,1,1
"v10 wet near-miss (123 Mm3, 81% water)",32.4,60.51,58.40,48.20,72.10,30,1,1
"v10 wet near-miss (123 Mm3, 81% water)",32.5,60.02,58.40,48.20,72.10,30,1,1
"v10 wet near-miss (123 Mm3, 81% water)",32.6,59.54,58.80,48.20,76.10,31,1,1
"v10 wet near-miss (123 Mm3, 81% water)",32.7,59.06,59.30,48.20,76.60,30,1,1
"v10 wet near-miss (123 Mm3, 81% water)",32.8,58.58,60.90,48.20,81.50,30,1,1
"v10 wet near-miss (123 Mm3, 81% water)",32.9,58.24,60.90,48.30,80.70,32,1,1
"v10 wet near-miss (123 Mm3, 81% water)",33.0,57.90,62.60,48.30,80.70,32,1,1
"v10 wet near-miss (123 Mm3, 81% water)",33.1,57.56,63.20,48.90,81.20,31,1,1
"v10 wet near-miss (123 Mm3, 81% water)",33.2,57.22,64.60,48.90,81.00,32,1,1
"v10 wet near-miss (123 Mm3, 81% water)",33.3,57.07,64.60,48.90,84.30,32,1,1
"v10 wet near-miss (123 Mm3, 81% water)",33.4,56.92,64.70,49.00,84.00,33,1,1
"v10 wet near-miss (123 Mm3, 81% water)",33.5,56.76,65.90,49.50,84.30,32,1,1
"v10 wet near-miss (123 Mm3, 81% water)",33.6,56.61,67.10,51.80,84.30,32,1,1
"v10 wet near-miss (123 Mm3, 81% water)",33.7,56.36,67.30,56.30,86.80,32,1,1
"v10 wet near-miss (123 Mm3, 81% water)",33.8,56.11,68.10,55.60,87.10,30,1,1
"v10 wet near-miss (123 Mm3, 81% water)",33.9,55.85,68.60,56.30,87.00,31,0,1
"v10 wet near-miss (123 Mm3, 81% water)",34.0,55.60,69.40,57.20,87.10,30,0,1
"v10 wet near-miss (123 Mm3, 81% water)",34.1,55.42,70.30,58.50,87.10,29,0,1
"v10 wet near-miss (123 Mm3, 81% water)",34.2,55.25,71.60,58.30,87.20,28,0,1
"v10 wet near-miss (123 Mm3, 81% water)",34.3,55.08,71.70,58.20,85.60,27,0,1
"v10 wet near-miss (123 Mm3, 81% water)",34.4,54.90,71.70,58.50,85.80,29,0,1
"v10 wet near-miss (123 Mm3, 81% water)",34.5,54.77,72.20,59.20,86.10,27,0,1
"v10 wet near-miss (123 Mm3, 81% water)",34.6,54.64,72.60,60.30,85.90,28,0,1
"v10 wet near-miss (123 Mm3, 81% water)",34.7,54.51,72.20,60.10,85.00,27,0,1
"v10 wet near-miss (123 Mm3, 81% water)",34.8,54.37,71.30,59.40,84.00,24,0,1
"v10 wet near-miss (123 Mm3, 81% water)",34.9,54.04,70.90,59.60,83.50,25,0,1
"v10 wet near-miss (123 Mm3, 81% water)",35.0,53.70,71.00,61.30,84.00,24,0,1
"v10 wet near-miss (123 Mm3, 81% water)",35.1,53.37,70.00,62.00,84.00,24,0,1
"v10 wet near-miss (123 Mm3, 81% water)",35.2,53.03,70.00,59.70,83.10,26,0,1
"v10 wet near-miss (123 Mm3, 81% water)",35.3,52.71,69.70,58.90,80.60,23,0,1
"v10 wet near-miss (123 Mm3, 81% water)",35.4,52.39,69.70,58.90,80.60,23,0,1
"v10 wet near-miss (123 Mm3, 81% water)",35.5,52.07,68.60,58.70,80.30,22,0,1
"v10 wet near-miss (123 Mm3, 81% water)",35.6,51.74,68.60,58.70,80.30,22,0,1
"v10 wet near-miss (123 Mm3, 81% water)",35.7,51.46,67.50,58.00,78.50,23,0,1
"v10 wet near-miss (123 Mm3, 81% water)",35.8,51.17,69.70,58.40,78.50,21,0,1
"v10 wet near-miss (123 Mm3, 81% water)",35.9,50.88,70.00,58.70,78.20,22,0,1
"v10 wet near-miss (123 Mm3, 81% water)",36.0,50.59,70.30,58.70,78.20,22,0,1
"v10 wet near-miss (123 Mm3, 81% water)",36.1,50.31,70.90,60.90,78.50,21,0,1
"v10 wet near-miss (123 Mm3, 81% water)",36.2,50.03,71.30,64.00,78.50,20,0,1
"v10 wet near-miss (123 Mm3, 81% water)",36.3,49.75,70.30,62.80,76.80,18,0,1
"v10 wet near-miss (123 Mm3, 81% water)",36.4,49.47,69.70,63.40,76.50,19,0,1
"v10 wet near-miss (123 Mm3, 81% water)",36.5,50.46,70.90,63.40,79.10,19,0,1
"v10 wet near-miss (123 Mm3, 81% water)",36.6,51.45,71.80,64.00,80.50,20,0,1
"v10 wet near-miss (123 Mm3, 81% water)",36.7,52.44,71.80,63.40,80.50,20,0,1
"v10 wet near-miss (123 Mm3, 81% water)",36.8,53.44,71.80,62.30,80.70,18,0,1
"v10 wet near-miss (123 Mm3, 81% water)",36.9,56.10,70.90,58.30,80.60,19,0,1
"v10 wet near-miss (123 Mm3, 81% water)",37.0,58.75,71.80,58.30,80.70,18,1,1
"v10 wet near-miss (123 Mm3, 81% water)",37.1,61.41,71.80,58.30,80.70,18,1,1
"v10 wet near-miss (123 Mm3, 81% water)",37.2,64.07,72.60,58.20,80.70,17,1,1
"v10 wet near-miss (123 Mm3, 81% water)",37.3,67.06,72.60,60.30,80.90,15,1,1
"v10 wet near-miss (123 Mm3, 81% water)",37.4,70.05,72.60,60.30,80.90,15,1,1
"v10 wet near-miss (123 Mm3, 81% water)",37.5,73.03,71.80,58.40,80.80,16,1,1
"v10 wet near-miss (123 Mm3, 81% water)",37.6,76.02,71.00,58.50,80.70,17,1,1
"v10 wet near-miss (123 Mm3, 81% water)",37.7,75.21,72.60,58.70,82.60,19,1,1
"v10 wet near-miss (123 Mm3, 81% water)",37.8,74.40,73.40,55.70,84.00,17,1,1
"v10 wet near-miss (123 Mm3, 81% water)",37.9,73.59,73.40,56.50,85.80,18,1,1
"v10 wet near-miss (123 Mm3, 81% water)",38.0,72.78,73.40,55.70,86.10,17,1,1
"v10 wet near-miss (123 Mm3, 81% water)",38.1,73.08,73.40,55.70,87.10,17,1,1
"v10 wet near-miss (123 Mm3, 81% water)",38.2,73.38,71.10,57.30,86.90,19,1,1
"v10 wet near-miss (123 Mm3, 81% water)",38.3,73.68,71.00,56.50,87.00,18,1,1
"v10 wet near-miss (123 Mm3, 81% water)",38.4,73.98,71.00,57.30,86.90,19,1,1
"v10 wet near-miss (123 Mm3, 81% water)",38.5,73.22,71.00,57.30,86.90,19,1,1
"v10 wet near-miss (123 Mm3, 81% water)",38.6,72.47,70.90,56.50,85.40,18,1,1
"v10 wet near-miss (123 Mm3, 81% water)",38.7,71.71,70.80,55.70,85.60,17,1,1
"v10 wet near-miss (123 Mm3, 81% water)",38.8,70.96,70.80,54.10,85.90,15,1,1
"v10 wet near-miss (123 Mm3, 81% water)",38.9,69.59,70.90,59.90,86.10,14,1,1
"v10 wet near-miss (123 Mm3, 81% water)",39.0,68.23,70.90,59.90,86.10,14,1,1
"v10 wet near-miss (123 Mm3, 81% water)",39.1,66.86,70.90,59.90,86.10,14,1,1
"v10 wet near-miss (123 Mm3, 81% water)",39.2,65.50,70.80,59.50,86.30,13,1,1
"v10 wet near-miss (123 Mm3, 81% water)",39.3,64.94,69.60,59.20,86.40,12,1,1
"v10 wet near-miss (123 Mm3, 81% water)",39.4,64.38,69.60,59.20,86.40,12,1,1
"v10 wet near-miss (123 Mm3, 81% water)",39.5,63.82,68.00,59.50,86.30,13,1,1
"v10 wet near-miss (123 Mm3, 81% water)",39.6,63.26,69.60,62.10,86.40,12,1,1
"v10 wet near-miss (123 Mm3, 81% water)",39.7,62.83,71.10,62.20,86.60,11,1,1
"v10 wet near-miss (123 Mm3, 81% water)",39.8,62.40,69.60,65.00,85.40,8,0,1
"v10 wet near-miss (123 Mm3, 81% water)",39.9,61.96,68.00,64.60,80.70,7,0,1
"v10 wet near-miss (123 Mm3, 81% water)",40.0,61.53,68.00,64.60,80.70,7,0,1
"v10 wet near-miss (123 Mm3, 81% water)",40.1,61.05,67.50,61.40,79.70,8,0,1
"v10 wet near-miss (123 Mm3, 81% water)",40.2,60.57,67.00,61.10,73.40,7,0,1
"v10 wet near-miss (123 Mm3, 81% water)",40.3,60.10,66.20,60.60,72.90,5,0,1
"v10 wet near-miss (123 Mm3, 81% water)",41.1,55.00,62.20,28.10,65.60,5,1,1
"v10 wet near-miss (123 Mm3, 81% water)",41.2,54.46,60.90,22.80,65.40,6,1,1
"v10 wet near-miss (123 Mm3, 81% water)",41.3,54.12,60.90,22.80,65.40,6,1,1
"v10 wet near-miss (123 Mm3, 81% water)",41.4,53.78,59.50,11.70,65.10,7,1,1
"v10 wet near-miss (123 Mm3, 81% water)",41.5,53.44,59.50,11.70,65.10,7,1,1
"v10 wet near-miss (123 Mm3, 81% water)",41.6,53.09,49.00,11.00,65.40,6,1,1
"v10 wet near-miss (123 Mm3, 81% water)",41.7,52.85,49.00,11.00,65.40,6,1,1
"v10 wet near-miss (123 Mm3, 81% water)",41.8,52.61,49.00,11.00,65.40,6,1,1
"v10 wet near-miss (123 Mm3, 81% water)",41.9,52.37,49.00,11.00,65.40,6,1,1
"v10 wet near-miss (123 Mm3, 81% water)",42.0,52.12,49.00,11.00,65.40,6,1,1
"v10 wet near-miss (123 Mm3, 81% water)",42.1,51.80,49.00,11.00,65.40,6,1,1
"v10 wet near-miss (123 Mm3, 81% water)",42.2,51.47,38.60,10.20,65.60,5,1,1
"v10 wet near-miss (123 Mm3, 81% water)",42.3,51.14,38.60,10.20,65.60,5,1,1
"v10 wet near-miss (123 Mm3, 81% water)",42.4,50.81,51.30,11.00,72.00,6,1,1
"v10 wet near-miss (123 Mm3, 81% water)",42.5,50.35,51.30,11.00,72.00,6,1,1
"v10 wet near-miss (123 Mm3, 81% water)",42.6,49.89,64.10,11.70,70.90,7,1,1
"v10 wet near-miss (123 Mm3, 81% water)",42.7,49.42,59.70,12.50,69.90,8,1,1
"v10 wet near-miss (123 Mm3, 81% water)",42.8,48.96,55.40,11.70,70.90,7,1,1
"v10 wet near-miss (123 Mm3, 81% water)",42.9,48.67,55.40,11.70,70.90,7,1,1
"v10 wet near-miss (123 Mm3, 81% water)",43.0,48.37,55.40,11.70,70.90,7,1,1
"v10 wet near-miss (123 Mm3, 81% water)",43.1,48.08,55.40,11.70,81.10,7,1,1
"v10 wet near-miss (123 Mm3, 81% water)",43.2,47.78,66.20,29.00,93.20,7,1,1
"v10 wet near-miss (123 Mm3, 81% water)",43.3,47.40,77.30,39.10,105.10,7,1,1
"v10 wet near-miss (123 Mm3, 81% water)",43.4,47.01,86.80,61.80,105.10,7,0,1
"v10 wet near-miss (123 Mm3, 81% water)",43.5,46.62,90.70,62.90,104.60,8,0,1
"v10 wet near-miss (123 Mm3, 81% water)",43.6,46.24,86.80,64.00,104.00,9,0,1
"v10 wet near-miss (123 Mm3, 81% water)",43.7,45.98,83.40,55.40,102.90,11,0,1
"v10 wet near-miss (123 Mm3, 81% water)",43.8,45.73,77.30,52.60,102.00,13,0,1
"v10 wet near-miss (123 Mm3, 81% water)",43.9,45.47,77.30,52.60,102.00,13,0,1
"v10 wet near-miss (123 Mm3, 81% water)",44.0,45.22,71.80,53.30,101.10,15,0,1
"v10 wet near-miss (123 Mm3, 81% water)",44.1,45.03,74.90,54.00,100.20,17,0,1
"v10 wet near-miss (123 Mm3, 81% water)",44.2,44.84,73.30,54.30,99.70,18,0,1
"v10 wet near-miss (123 Mm3, 81% water)",44.3,44.65,74.90,54.70,99.30,19,0,1
"v10 wet near-miss (123 Mm3, 81% water)",44.4,44.46,74.90,54.70,99.30,19,0,1
"v10 wet near-miss (123 Mm3, 81% water)",44.5,44.27,73.30,53.30,98.80,20,0,1
"v10 wet near-miss (123 Mm3, 81% water)",44.6,44.08,71.80,53.50,98.40,21,0,1
"v10 wet near-miss (123 Mm3, 81% water)",44.7,43.88,73.30,53.30,98.80,20,0,1
"v10 wet near-miss (123 Mm3, 81% water)",44.8,43.69,71.80,52.00,98.40,21,0,1
"v10 wet near-miss (123 Mm3, 81% water)",44.9,43.90,73.30,52.10,98.00,22,0,1
"v10 wet near-miss (123 Mm3, 81% water)",45.0,44.10,73.30,50.00,97.20,24,0,1
"v10 wet near-miss (123 Mm3, 81% water)",45.1,44.31,73.30,50.00,97.20,24,0,1
"v10 wet near-miss (123 Mm3, 81% water)",45.2,44.51,71.80,49.70,97.60,23,0,1
"v10 wet near-miss (123 Mm3, 81% water)",45.3,44.33,71.60,49.20,90.30,21,0,1
"v10 wet near-miss (123 Mm3, 81% water)",45.4,44.16,70.00,48.00,87.50,20,0,1
"v10 wet near-miss (123 Mm3, 81% water)",45.5,43.98,70.00,39.90,90.00,22,1,1
"v10 wet near-miss (123 Mm3, 81% water)",45.6,43.80,67.00,41.00,86.50,23,1,1
"v10 wet near-miss (123 Mm3, 81% water)",45.7,43.54,65.80,42.00,84.90,24,1,1
"v10 wet near-miss (123 Mm3, 81% water)",45.8,43.28,67.70,40.20,86.40,22,1,1
"v10 wet near-miss (123 Mm3, 81% water)",45.9,43.02,67.70,42.70,84.90,24,1,1
"v10 wet near-miss (123 Mm3, 81% water)",46.0,42.76,67.70,45.20,83.30,26,0,1
"v10 wet near-miss (123 Mm3, 81% water)",46.1,42.56,67.70,43.90,84.10,25,0,1
"v10 wet near-miss (123 Mm3, 81% water)",46.2,42.36,65.10,42.70,84.90,24,0,1
"v10 wet near-miss (123 Mm3, 81% water)",46.3,42.16,64.60,41.40,79.30,23,1,1
"v10 wet near-miss (123 Mm3, 81% water)",46.4,41.96,64.60,41.40,78.30,23,1,1
"v10 wet near-miss (123 Mm3, 81% water)",46.5,41.80,65.50,43.90,79.20,25,0,1
"v10 wet near-miss (123 Mm3, 81% water)",46.6,41.63,65.90,41.80,82.30,26,0,1
"v10 wet near-miss (123 Mm3, 81% water)",46.7,41.47,65.90,41.80,82.50,26,0,1
"v10 wet near-miss (123 Mm3, 81% water)",46.8,41.31,68.80,48.00,91.20,26,0,1
"v10 wet near-miss (123 Mm3, 81% water)",46.9,41.11,67.70,48.70,90.80,27,0,1
"v10 wet near-miss (123 Mm3, 81% water)",47.0,40.92,67.70,50.10,92.40,29,0,1
"v10 wet near-miss (123 Mm3, 81% water)",47.1,40.73,67.00,49.70,93.00,28,0,1
"v10 wet near-miss (123 Mm3, 81% water)",47.2,40.53,67.70,50.30,92.40,29,0,1
"v10 wet near-miss (123 Mm3, 81% water)",47.3,40.29,67.70,51.40,91.30,31,0,1
"v10 wet near-miss (123 Mm3, 81% water)",47.4,40.04,67.70,46.90,90.30,33,0,1
"v10 wet near-miss (123 Mm3, 81% water)",47.5,39.79,67.00,47.50,89.90,34,0,1
"v10 wet near-miss (123 Mm3, 81% water)",47.6,39.54,67.00,51.70,86.50,34,0,1
"v10 wet near-miss (123 Mm3, 81% water)",47.7,39.31,68.60,51.70,86.50,34,0,1
"v10 wet near-miss (123 Mm3, 81% water)",47.8,39.08,69.50,45.80,86.60,31,0,1
"v10 wet near-miss (123 Mm3, 81% water)",47.9,38.86,67.70,45.80,86.60,31,0,1
"v10 wet near-miss (123 Mm3, 81% water)",48.0,38.63,66.30,46.80,86.50,33,0,1
"v10 wet near-miss (123 Mm3, 81% water)",48.1,38.30,64.60,46.80,86.50,33,0,1
"v10 wet near-miss (123 Mm3, 81% water)",48.2,37.96,63.60,46.20,86.50,34,0,1
"v10 wet near-miss (123 Mm3, 81% water)",48.3,37.63,60.70,45.00,86.50,34,0,1
"v10 wet near-miss (123 Mm3, 81% water)",48.4,37.30,60.60,41.30,86.40,35,0,1
"v10 wet near-miss (123 Mm3, 81% water)",48.5,36.97,60.50,39.60,86.40,37,0,1
"v10 wet near-miss (123 Mm3, 81% water)",48.6,36.64,57.10,39.60,86.50,37,0,1
"v10 wet near-miss (123 Mm3, 81% water)",48.7,36.31,57.00,39.60,86.30,37,0,1
"v10 wet near-miss (123 Mm3, 81% water)",48.8,35.98,56.00,39.60,81.00,36,0,1
"v10 wet near-miss (123 Mm3, 81% water)",48.9,35.73,55.80,39.60,74.70,35,0,1
"v10 wet near-miss (123 Mm3, 81% water)",49.0,35.47,55.80,39.60,75.90,37,0,1
